latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
13.3523,-15.7672,315.8,3.6,1.8,2015-01-01,1354,Aqua,MODIS,51,6.2,299.7,45.3,D,0
13.3607,-15.7735,317.2,3.6,1.8,2015-01-01,1354,Aqua,MODIS,47,6.2,298.1,50.5,D,0
13.3682,-15.8969,331.3,1,1,2015-01-02,1436,Aqua,MODIS,84,6.2,302.7,22.9,D,0
13.3669,-15.9065,318,1,1,2015-01-02,1436,Aqua,MODIS,43,6.2,298.9,8.1,D,0
13.3695,-15.8873,327.2,1,1,2015-01-02,1436,Aqua,MODIS,67,6.2,306.1,16.3,D,0
13.4035,-15.6269,323.2,1.1,1,2015-01-04,1424,Aqua,MODIS,58,6.2,305.8,11.1,D,0
13.1626,-16.1712,322.8,1.1,1.1,2015-01-07,1151,Terra,MODIS,73,6.2,302.2,15.7,D,0
13.4219,-15.8078,316.5,1.2,1.1,2015-01-07,1151,Terra,MODIS,41,6.2,304.1,7.1,D,0
13.3155,-15.9108,323.3,2,1.4,2015-01-07,1455,Aqua,MODIS,67,6.2,306.7,22.6,D,0
13.3924,-15.4787,319.7,2.2,1.4,2015-01-07,1455,Aqua,MODIS,56,6.2,304.5,21.1,D,0
13.3118,-15.9033,323.9,2,1.4,2015-01-07,1455,Aqua,MODIS,63,6.2,306.6,24,D,0
13.3842,-15.6547,322.4,2.1,1.4,2015-01-07,1455,Aqua,MODIS,62,6.2,304.5,26.1,D,0
13.3865,-15.6356,319.5,2.1,1.4,2015-01-07,1455,Aqua,MODIS,39,6.2,305.4,16.7,D,0
13.2899,-15.898,300.6,1.9,1.3,2015-01-08,0309,Aqua,MODIS,9,6.2,286.5,13.4,N,0
13.2957,-15.8916,305.9,1.9,1.3,2015-01-08,0309,Aqua,MODIS,66,6.2,286.8,22.5,N,0
13.343,-16.0075,317,1,1,2015-01-09,1139,Terra,MODIS,63,6.2,299.9,8.8,D,0
13.411,-15.6531,321.8,1,1,2015-01-09,1139,Terra,MODIS,72,6.2,303.9,11.3,D,0
13.386,-15.3584,318.3,1,1,2015-01-09,1139,Terra,MODIS,65,6.2,303,7.8,D,0
13.4097,-15.644,324.6,1,1,2015-01-09,1139,Terra,MODIS,76,6.2,302,14.2,D,0
13.3989,-13.9025,321.3,1.6,1.3,2015-01-13,1114,Terra,MODIS,74,6.2,304.4,18.4,D,0
13.5985,-15.3597,353.2,1.2,1.1,2015-01-13,1418,Aqua,MODIS,73,6.2,303.5,79.4,D,0
13.6214,-14.8919,322.2,1.7,1.3,2015-01-14,1157,Terra,MODIS,66,6.2,305.8,19.9,D,0
13.6327,-14.8898,321.2,1.7,1.3,2015-01-14,1157,Terra,MODIS,52,6.2,306.4,17,D,0
13.6165,-14.9184,322.4,3.2,1.7,2015-01-14,1501,Aqua,MODIS,62,6.2,300.4,59.5,D,0
13.6131,-14.9231,320.7,3.2,1.7,2015-01-14,1501,Aqua,MODIS,58,6.2,301.1,50.4,D,0
13.5378,-13.9777,322.1,1,1,2015-01-18,1133,Terra,MODIS,68,6.2,307.7,7.7,D,0
13.5719,-16.2293,354.3,1.2,1.1,2015-01-18,1133,Terra,MODIS,97,6.2,308.5,73.9,D,0
13.5484,-14.6677,327.9,1.2,1.1,2015-01-18,1437,Aqua,MODIS,77,6.2,290,23,D,0
13.5596,-14.6582,325.2,1.2,1.1,2015-01-18,1437,Aqua,MODIS,52,6.2,295.5,17.8,D,0
13.561,-14.6474,327.8,1.2,1.1,2015-01-18,1437,Aqua,MODIS,70,6.2,296.8,21.7,D,0
13.4621,-15.2344,335.3,1.1,1.1,2015-01-18,1437,Aqua,MODIS,85,6.2,311,26.2,D,0
13.1961,-16.0765,312.7,3.2,1.7,2015-01-19,1216,Terra,MODIS,55,6.2,299.8,28.2,D,0
13.1592,-15.8725,314.8,3.3,1.7,2015-01-19,1216,Terra,MODIS,62,6.2,299.6,40,D,0
13.1578,-15.8512,329.8,1.1,1,2015-01-20,1424,Aqua,MODIS,64,6.2,311.4,15.6,D,0
13.1655,-15.8625,329.2,1.1,1,2015-01-20,1424,Aqua,MODIS,59,6.2,309.2,14.7,D,0
13.5012,-14.0697,327.8,1,1,2015-01-20,1425,Aqua,MODIS,62,6.2,312.4,9,D,0
13.2182,-16.7313,322.4,1.2,1.1,2015-01-20,1425,Aqua,MODIS,62,6.2,309,10.7,D,0
13.756,-15.3216,350,1,1,2015-01-25,1139,Terra,MODIS,94,6.2,311,49.4,D,0
13.7406,-15.3303,341.3,1.4,1.2,2015-01-25,1443,Aqua,MODIS,85,6.2,314.2,44.7,D,0
13.3974,-15.8558,351.4,1.2,1.1,2015-01-25,1443,Aqua,MODIS,94,6.2,313.2,69.8,D,0
13.396,-15.8671,328.4,1.2,1.1,2015-01-25,1443,Aqua,MODIS,61,6.2,308.2,17.4,D,0
13.3756,-15.9448,357,1.2,1.1,2015-01-25,1443,Aqua,MODIS,98,6.2,313.1,88.5,D,0
13.7509,-15.3318,328,1.4,1.2,2015-01-25,1443,Aqua,MODIS,56,6.2,312.7,15.2,D,0
13.739,-15.3427,327.7,1.3,1.2,2015-01-25,1443,Aqua,MODIS,47,6.2,310.8,13.3,D,0
13.3625,-15.7373,321.7,1.3,1.1,2015-01-27,1127,Terra,MODIS,47,6.2,305.1,12.3,D,0
13.3506,-15.7265,319.2,1.3,1.1,2015-01-27,1127,Terra,MODIS,30,6.2,305.1,9.5,D,0
13.4082,-15.8623,319.4,1.4,1.2,2015-01-27,1127,Terra,MODIS,55,6.2,303.9,12.8,D,0
13.3469,-15.7765,334.8,1.3,1.1,2015-01-27,1127,Terra,MODIS,84,6.2,303.5,37.6,D,0
13.3985,-15.7884,317.9,1.3,1.1,2015-01-27,1127,Terra,MODIS,40,6.2,303.6,9.4,D,0
13.3453,-15.7643,327.2,1.3,1.1,2015-01-27,1127,Terra,MODIS,63,6.2,305.9,20.9,D,0
13.4028,-15.901,321.4,1.4,1.2,2015-01-27,1127,Terra,MODIS,48,6.2,301.8,18.5,D,0
13.4001,-15.8007,317.9,1.3,1.1,2015-01-27,1127,Terra,MODIS,48,6.2,303.9,9.2,D,0
13.4088,-15.7871,327.4,1.3,1.1,2015-01-27,1127,Terra,MODIS,76,6.2,304.2,24.5,D,0
13.4098,-15.8748,322.6,1.4,1.2,2015-01-27,1127,Terra,MODIS,63,6.2,303.8,17.8,D,0
13.4036,-15.9164,331.5,1,1,2015-01-27,1431,Aqua,MODIS,53,6.2,307.4,18,D,0
13.3652,-15.7371,327.7,1,1,2015-01-27,1431,Aqua,MODIS,46,6.2,312.2,9,D,0
13.2753,-14.3398,328.4,1.1,1,2015-01-27,1431,Aqua,MODIS,68,6.2,311.7,11.8,D,0
13.7154,-15.4063,327.4,1,1,2015-01-27,1431,Aqua,MODIS,62,6.2,310.1,9.2,D,0
13.7141,-15.4154,330.8,1,1,2015-01-27,1431,Aqua,MODIS,72,6.2,311.3,14.3,D,0
13.4049,-15.9072,332.7,1,1,2015-01-27,1431,Aqua,MODIS,59,6.2,309.6,18.5,D,0
13.4063,-15.8981,331.8,1,1,2015-01-27,1431,Aqua,MODIS,20,6.2,310.2,16.7,D,0
13.4102,-15.8707,329.5,1,1,2015-01-27,1431,Aqua,MODIS,58,6.2,310.7,14.5,D,0
13.4229,-15.8708,314.3,2.5,1.5,2015-01-28,1209,Terra,MODIS,50,6.2,279.8,37.9,D,0
13.4106,-16.123,309.7,2.4,1.5,2015-01-29,1114,Terra,MODIS,40,6.2,289,19.3,D,0
13.4576,-15.5317,320.2,1.5,1.2,2015-01-30,1157,Terra,MODIS,50,6.2,305.5,13.4,D,0
13.2046,-16.5665,333.6,1,1,2015-02-01,1145,Terra,MODIS,86,6.2,302.1,26.8,D,0
13.2755,-14.2848,331.9,2,1.4,2015-02-01,1449,Aqua,MODIS,78,6.2,316.6,33.4,D,0
13.383,-15.671,305.2,1.1,1,2015-02-02,2319,Terra,MODIS,64,6.2,287.9,7.5,N,0
13.3816,-15.6807,301.5,1.1,1,2015-02-02,2319,Terra,MODIS,42,6.2,285.5,5,N,0
13.3796,-15.6741,331,1.1,1,2015-02-03,1437,Aqua,MODIS,69,6.2,313.8,12.2,D,0
13.3703,-15.6728,338.5,1.1,1,2015-02-03,1437,Aqua,MODIS,84,6.2,314.4,25.1,D,0
13.1587,-15.969,328.7,1.1,1,2015-02-05,1425,Aqua,MODIS,67,6.2,312.9,11.7,D,0
13.3512,-13.9133,324.3,2.1,1.4,2015-02-07,1108,Terra,MODIS,64,6.2,308.1,25.9,D,0
13.3536,-13.9328,335.7,2.1,1.4,2015-02-07,1108,Terra,MODIS,83,6.2,307.5,69.3,D,0
13.4195,-14.3973,337,1.3,1.1,2015-02-07,1412,Aqua,MODIS,79,6.2,316.5,25.8,D,0
13.3475,-13.9413,340.8,1.2,1.1,2015-02-07,1412,Aqua,MODIS,83,6.2,318.5,30.6,D,0
13.3492,-13.9302,340.8,1.2,1.1,2015-02-07,1412,Aqua,MODIS,83,6.2,319.7,30.6,D,0
13.4176,-14.409,335,1.3,1.1,2015-02-07,1412,Aqua,MODIS,75,6.2,316.1,21.5,D,0
13.4223,-14.387,326.7,1.5,1.2,2015-02-07,2337,Terra,MODIS,100,6.2,297.3,43.2,N,0
13.4257,-14.379,311.4,1.5,1.2,2015-02-07,2337,Terra,MODIS,82,6.2,296.5,16.2,N,0
13.424,-14.3931,323.1,1.5,1.2,2015-02-07,2337,Terra,MODIS,100,6.2,297.3,35.8,N,0
13.6333,-15.2303,307.2,1,1,2015-02-09,2325,Terra,MODIS,71,6.2,292.2,7.1,N,0
13.6321,-15.2395,345.1,1,1,2015-02-09,2325,Terra,MODIS,100,6.2,294,52.6,N,0
13.2458,-16.0582,322.2,1,1,2015-02-10,1139,Terra,MODIS,62,6.2,303.6,9.4,D,0
13.6744,-15.2016,300.3,1.3,1.1,2015-02-11,0257,Aqua,MODIS,25,6.2,287.4,6.3,N,0
13.4489,-14.0365,332.2,1.1,1,2015-02-12,1431,Aqua,MODIS,58,6.2,318.1,10.9,D,0
13.4747,-13.8475,341,1.1,1,2015-02-12,1431,Aqua,MODIS,82,6.2,319.5,24.4,D,0
13.4734,-13.8575,332.9,1.1,1,2015-02-12,1431,Aqua,MODIS,52,6.2,318.2,11.1,D,0
13.1802,-16.0709,330.1,1,1,2015-02-12,1431,Aqua,MODIS,65,6.2,311.7,13.7,D,0
13.5392,-14.9104,334.6,1,1,2015-02-12,1431,Aqua,MODIS,62,6.2,317.7,16.5,D,0
13.3639,-15.8234,331.1,4.7,2,2015-02-13,1514,Aqua,MODIS,84,6.2,298.4,172.3,D,0
13.3595,-15.8662,324.7,4.6,2,2015-02-13,1514,Aqua,MODIS,78,6.2,298.9,103.3,D,0
13.3657,-15.8189,328.3,4.7,2,2015-02-13,1514,Aqua,MODIS,81,6.2,298.4,132.9,D,0
13.361,-15.8617,328.5,4.6,2,2015-02-13,1514,Aqua,MODIS,81,6.2,299,136.1,D,0
13.1811,-15.8802,326.3,2.2,1.4,2015-02-13,2300,Terra,MODIS,100,6.2,292.2,71.5,N,0
13.1778,-15.8997,305.4,2.2,1.4,2015-02-13,2300,Terra,MODIS,32,6.2,290.9,16,N,0
13.1904,-15.902,311.9,2.2,1.4,2015-02-13,2300,Terra,MODIS,82,6.2,290,29.9,N,0
13.177,-15.8684,322.7,2.3,1.5,2015-02-14,1114,Terra,MODIS,63,6.2,303.1,30.3,D,0
13.2058,-15.886,325.5,2.3,1.5,2015-02-14,1114,Terra,MODIS,67,6.2,303,40,D,0
13.2034,-15.8804,320.7,2.3,1.5,2015-02-14,1114,Terra,MODIS,46,6.2,302.7,24.5,D,0
13.2212,-15.88,325.9,1.3,1.1,2015-02-14,1419,Aqua,MODIS,41,6.2,310.8,9.5,D,0
13.2094,-15.89,351.7,1.3,1.1,2015-02-14,1419,Aqua,MODIS,94,6.2,314.2,69.3,D,0
13.2075,-15.9018,342.1,1.3,1.1,2015-02-14,1419,Aqua,MODIS,86,6.2,312.1,41.8,D,0
13.2247,-15.8935,301.8,1.3,1.2,2015-02-15,0233,Aqua,MODIS,45,6.2,291.3,6.4,N,0
13.2532,-16.307,321.5,1.4,1.2,2015-02-15,1157,Terra,MODIS,47,6.2,302.4,14.9,D,0
13.2274,-15.8886,324.1,1.5,1.2,2015-02-15,1157,Terra,MODIS,40,6.2,304.2,14.6,D,0
13.2105,-15.9377,328.3,2.6,1.6,2015-02-15,1501,Aqua,MODIS,53,6.2,300.9,45.6,D,0
13.2043,-15.9295,335.9,2.6,1.6,2015-02-15,1501,Aqua,MODIS,82,6.2,301.7,88.3,D,0
13.2183,-15.9311,329.2,2.6,1.6,2015-02-15,1501,Aqua,MODIS,73,6.2,301,53.6,D,0
13.2132,-15.9136,346.2,2.6,1.6,2015-02-15,1501,Aqua,MODIS,91,6.2,303.9,161.3,D,0
13.2072,-15.9055,336.3,2.6,1.6,2015-02-15,1501,Aqua,MODIS,82,6.2,304.1,91.7,D,0
13.2212,-15.9071,331.9,2.6,1.6,2015-02-15,1501,Aqua,MODIS,77,6.2,304,69.4,D,0
13.3893,-15.326,324.7,1.9,1.4,2015-02-16,1406,Aqua,MODIS,54,6.2,306.5,18.4,D,0
13.7217,-15.3203,331.5,1.9,1.3,2015-02-16,1406,Aqua,MODIS,72,6.2,306.7,34.6,D,0
13.7366,-15.3051,328.6,1.9,1.3,2015-02-16,1406,Aqua,MODIS,64,6.2,308.1,25.8,D,0
13.7246,-15.303,337.4,1.9,1.3,2015-02-16,1406,Aqua,MODIS,81,6.2,308.2,55.7,D,0
13.715,-15.3054,326,1.1,1,2015-02-17,1145,Terra,MODIS,72,6.2,309.1,11.2,D,0
13.3655,-15.8067,333.4,1.6,1.2,2015-02-17,1449,Aqua,MODIS,80,6.2,309,27.2,D,0
13.3673,-15.7923,332,1.6,1.2,2015-02-17,1449,Aqua,MODIS,72,6.2,308.7,25.3,D,0
13.3544,-15.8053,350.6,1.6,1.2,2015-02-17,1449,Aqua,MODIS,95,6.2,310.8,86,D,0
13.2159,-16.094,330.8,1.5,1.2,2015-02-17,1449,Aqua,MODIS,79,6.2,310.1,25.5,D,0
13.163,-16.4241,340.8,1.4,1.2,2015-02-17,1449,Aqua,MODIS,88,6.2,308.4,49.9,D,0
13.2051,-16.0925,331.6,1.5,1.2,2015-02-17,1449,Aqua,MODIS,80,6.2,309.1,26.1,D,0
13.3323,-15.8301,301.4,1.5,1.2,2015-02-18,0303,Aqua,MODIS,41,6.2,291.3,7,N,0
13.3423,-14.3883,335.2,2.8,1.6,2015-02-18,1354,Aqua,MODIS,78,6.2,306.4,90.5,D,0
13.7507,-15.3587,326.6,3.3,1.7,2015-02-18,1354,Aqua,MODIS,48,6.2,304.9,45.8,D,0
13.2191,-15.9354,306.7,1.1,1,2015-02-18,2318,Terra,MODIS,69,6.2,292.7,7,N,0
13.2206,-15.9255,305.2,1.1,1,2015-02-18,2318,Terra,MODIS,62,6.2,292.8,5.9,N,0
13.6664,-15.1432,335.5,1.1,1,2015-02-19,1133,Terra,MODIS,77,6.2,301.5,28.4,D,0
13.202,-15.9496,351,1.1,1.1,2015-02-19,1133,Terra,MODIS,95,6.2,308.1,60.1,D,0
13.1925,-15.9509,333.2,1.1,1.1,2015-02-19,1133,Terra,MODIS,80,6.2,305.1,23.4,D,0
13.6678,-15.1528,357.3,1.1,1,2015-02-19,1133,Terra,MODIS,74,6.2,301,74.9,D,0
13.1883,-15.9464,346.7,1,1,2015-02-19,1437,Aqua,MODIS,91,6.2,306.5,40.6,D,0
13.522,-14.7575,328.5,1.2,1.1,2015-02-19,1437,Aqua,MODIS,46,6.2,311,11.5,D,0
13.6738,-15.1449,336.3,1.1,1.1,2015-02-19,1437,Aqua,MODIS,67,6.2,305.4,27.7,D,0
13.1778,-15.9546,335.4,1,1,2015-02-19,1437,Aqua,MODIS,76,6.2,307.3,20.7,D,0
13.6724,-15.1552,334.9,1.1,1.1,2015-02-19,1437,Aqua,MODIS,0,6.2,301.8,26.1,D,0
13.5189,-14.7504,326.5,1.2,1.1,2015-02-19,1437,Aqua,MODIS,24,6.2,310.1,7.2,D,0
13.1869,-15.9559,342.9,1,1,2015-02-19,1437,Aqua,MODIS,88,6.2,306.8,34.1,D,0
13.2644,-15.9821,300.2,1,1,2015-02-20,0251,Aqua,MODIS,22,6.2,288.8,4.4,N,0
13.263,-15.9728,306.1,1,1,2015-02-20,0251,Aqua,MODIS,67,6.2,289.5,7.9,N,0
13.2385,-15.9697,357.1,1.8,1.3,2015-02-21,1120,Terra,MODIS,98,6.2,304.5,156.2,D,0
13.2425,-15.9753,340.2,1.8,1.3,2015-02-21,1120,Terra,MODIS,89,6.2,304.5,75.8,D,0
13.2404,-15.9592,329.8,1.8,1.3,2015-02-21,1120,Terra,MODIS,79,6.2,301.7,39.9,D,0
13.2308,-15.9767,319.5,1.8,1.3,2015-02-21,1120,Terra,MODIS,56,6.2,299.4,16.6,D,0
13.3079,-14.5025,335.3,1,1,2015-02-21,1425,Aqua,MODIS,82,6.2,308.3,20.5,D,0
13.1608,-16.2441,315.8,1.1,1.1,2015-02-21,1425,Aqua,MODIS,15,6.2,293.4,6,D,0
13.2714,-15.9678,321.9,1.9,1.3,2015-02-22,1203,Terra,MODIS,32,6.2,307.8,21.5,D,0
13.156,-16.7329,325.4,1.6,1.3,2015-02-22,1203,Terra,MODIS,71,6.2,303,32.2,D,0
13.2029,-16.0661,323.6,1.8,1.3,2015-02-22,1203,Terra,MODIS,42,6.2,308.8,22.5,D,0
13.1537,-16.7464,335.2,3,1.6,2015-02-22,1507,Aqua,MODIS,62,6.2,305.4,122.9,D,0
13.3739,-16.1203,306,2.9,1.6,2015-02-22,2254,Terra,MODIS,67,6.2,275.4,45.4,N,0
13.3751,-16.1259,300.8,2.9,1.6,2015-02-22,2254,Terra,MODIS,26,6.2,272.4,28.9,N,0
13.3595,-16.1175,321.6,2.9,1.6,2015-02-22,2254,Terra,MODIS,100,6.2,281.7,102.4,N,0
13.3547,-16.1442,310.4,3,1.6,2015-02-22,2254,Terra,MODIS,80,6.2,279.1,56.3,N,0
13.3706,-16.1087,304.3,3.1,1.7,2015-02-23,0322,Aqua,MODIS,59,6.2,288.1,35.8,N,0
13.3557,-16.1116,300.8,3.1,1.7,2015-02-23,0322,Aqua,MODIS,24,6.2,288.3,25.6,N,0
13.3563,-16.1388,318.8,3.2,1.7,2015-02-23,1108,Terra,MODIS,36,6.2,302.3,42.8,D,0
13.1624,-16.0291,342.2,3.1,1.7,2015-02-23,1108,Terra,MODIS,89,6.2,304.4,185.2,D,0
13.3501,-16.1469,344.1,1.7,1.3,2015-02-23,1412,Aqua,MODIS,60,6.2,313.3,70,D,0
13.375,-14.1005,342.5,1.3,1.1,2015-02-23,1412,Aqua,MODIS,85,6.2,314.6,39.7,D,0
13.3521,-16.1202,331.7,1.7,1.3,2015-02-23,1412,Aqua,MODIS,34,6.2,312.2,27.8,D,0
13.3468,-16.1514,349.9,1.7,1.3,2015-02-23,1412,Aqua,MODIS,93,6.2,312.9,100.8,D,0
13.3361,-16.1604,360.7,1.7,1.3,2015-02-23,1412,Aqua,MODIS,100,6.2,310.5,163.4,D,0
13.3387,-16.1448,353,1.7,1.3,2015-02-23,1412,Aqua,MODIS,95,6.2,310.7,113.1,D,0
13.3381,-16.1337,341.5,1.7,1.3,2015-02-23,1412,Aqua,MODIS,65,6.2,310.7,56.4,D,0
13.181,-16.1102,344.1,1.7,1.3,2015-02-23,1412,Aqua,MODIS,88,6.2,310.3,74.4,D,0
